stop_name,latitude,longitude,total_ons
ARLINGTON AVE AT STERLING ST,40.4173,-79.9744,95.0
ARLINGTON AVE OPP DENGLER ST,40.4173,-79.9677,23.0
ARLINGTON AVE OPP DENGLER ST,40.4173,-79.9677,16.0
ARLINGTON AVE OPP DENGLER ST,40.4173,-79.9677,90.0
ARLINGTON AVE AT FERNLEAF ST,40.4172,-79.9759,18.0
ARLINGTON AVE AT FERNLEAF ST,40.4172,-79.9759,30.0
ARLINGTON AVE AT FERNLEAF ST,40.4172,-79.9759,157.0
ARLINGTON AVE OPP FREDERICK ST,40.4177,-79.9826,0.0
ARLINGTON AVE OPP FREDERICK ST,40.4177,-79.9826,1.0
ARLINGTON AVE OPP FREDERICK ST,40.4177,-79.9826,28.0
JOSEPHINE ST AT S 26TH ST,40.4241,-79.9698,12.0
JOSEPHINE ST AT S 26TH ST,40.4241,-79.9698,10.0
JOSEPHINE ST AT S 26TH ST,40.4241,-79.9698,157.0
JOSEPHINE ST AT BARRY ST,40.4238,-79.9691,11.0
JOSEPHINE ST AT BARRY ST,40.4238,-79.9691,8.0
JOSEPHINE ST AT BARRY ST,40.4238,-79.9691,41.0
JOSEPHINE ST AT #3033,40.4219,-79.965,4.0
JOSEPHINE ST AT #3033,40.4219,-79.965,0.0
JOSEPHINE ST AT #3033,40.4219,-79.965,51.0
JOSEPHINE ST AT #3203,40.42,-79.9642,10.0
JOSEPHINE ST AT #3203,40.42,-79.9642,4.0
JOSEPHINE ST AT #3203,40.42,-79.9642,69.0
JOSEPHINE ST AT #3237,40.419,-79.9646,19.0
JOSEPHINE ST AT #3237,40.419,-79.9646,28.0
JOSEPHINE ST AT #3237,40.419,-79.9646,113.0
JOSEPHINE ST AT SALISBURY ST NS,40.4178,-79.9668,1.0
JOSEPHINE ST AT SALISBURY ST NS,40.4178,-79.9668,2.0
JOSEPHINE ST AT SALISBURY ST NS,40.4178,-79.9668,8.0
JOSEPHINE ST OPP BARRY ST,40.4238,-79.9688,10.0
JOSEPHINE ST OPP BARRY ST,40.4238,-79.9688,7.0
JOSEPHINE ST OPP BARRY ST,40.4238,-79.9688,294.0
JOSEPHINE ST OPP #3033,40.4219,-79.965,0.0
JOSEPHINE ST OPP #3033,40.4219,-79.965,0.0
JOSEPHINE ST OPP #3033,40.4219,-79.965,6.0
JOSEPHINE ST OPP #3201,40.42,-79.9643,3.0
JOSEPHINE ST OPP #3201,40.42,-79.9643,2.0
JOSEPHINE ST OPP #3201,40.42,-79.9643,16.0
JOSEPHINE ST OPP #3237,40.419,-79.9647,3.0
JOSEPHINE ST OPP #3237,40.419,-79.9647,3.0
JOSEPHINE ST OPP #3237,40.419,-79.9647,20.0
JOSEPHINE ST OPP SALISBURY ST NS,40.418,-79.9669,29.0
JOSEPHINE ST OPP SALISBURY ST NS,40.418,-79.9669,30.0
JOSEPHINE ST OPP SALISBURY ST NS,40.418,-79.9669,362.0
JOSEPHINE ST OPP TELESCOPE ST,40.4229,-79.9668,9.0
JOSEPHINE ST OPP TELESCOPE ST,40.4229,-79.9668,5.0
JOSEPHINE ST OPP TELESCOPE ST,40.4229,-79.9668,101.0
ARLINGTON AVE AT NEWTON ST,40.4265,-79.9929,1.0
ARLINGTON AVE AT NEWTON ST,40.4265,-79.9929,0.0
ARLINGTON AVE AT NEWTON ST,40.4265,-79.9929,35.0
ARLINGTON AVE AT WILLIAM ST FS,40.4279,-79.9963,0.0
ARLINGTON AVE AT WILLIAM ST FS,40.4279,-79.9963,0.0
ARLINGTON AVE AT WILLIAM ST FS,40.4279,-79.9963,2.0
ARLINGTON AVE OPP WILLIAM ST NS,40.428,-79.9963,0.0
ARLINGTON AVE OPP WILLIAM ST NS,40.428,-79.9963,0.0
ARLINGTON AVE OPP WILLIAM ST NS,40.428,-79.9963,5.0
S 26TH ST AT JOSEPHINE ST,40.4242,-79.97,2.0
S 26TH ST AT JOSEPHINE ST,40.4242,-79.97,2.0
S 26TH ST AT JOSEPHINE ST,40.4242,-79.97,23.0
BUTLER ST AT #6130,40.488,-79.9383,21.0
BUTLER ST AT #6130,40.488,-79.9383,2.0
BUTLER ST AT #6130,40.488,-79.9383,4.0
BUTLER ST AT #6130,40.488,-79.9383,31.0
BUTLER ST AT #6012,40.4864,-79.9428,2.0
BUTLER ST AT #6012,40.4864,-79.9428,0.0
BUTLER ST AT #6012,40.4864,-79.9428,0.0
BUTLER ST AT #6012,40.4864,-79.9428,0.0
BUTLER ST AT #5770 (CAR WASH),40.4858,-79.9443,0.0
BUTLER ST AT #5770 (CAR WASH),40.4858,-79.9443,0.0
BUTLER ST AT #5770 (CAR WASH),40.4858,-79.9443,0.0
BUTLER ST AT #5770 (CAR WASH),40.4858,-79.9443,1.0
STANTON AVE AT DEMARILLAC HOME,40.4769,-79.9326,11.0
STANTON AVE AT DEMARILLAC HOME,40.4769,-79.9326,8.0
STANTON AVE AT DEMARILLAC HOME,40.4769,-79.9326,81.0
STANTON AVE AT MCCANDLESS AVE FS,40.4819,-79.9408,0.0
STANTON AVE AT MCCANDLESS AVE FS,40.4819,-79.9408,0.0
STANTON AVE AT MCCANDLESS AVE FS,40.4819,-79.9408,9.0
STANTON AVE AT MORNINGSIDE AVE,40.4754,-79.9319,1.0
STANTON AVE AT MORNINGSIDE AVE,40.4754,-79.9319,1.0
STANTON AVE AT MORNINGSIDE AVE,40.4754,-79.9319,15.0
STANTON AVE AT ORANMORE ST,40.4806,-79.9349,25.0
STANTON AVE AT ORANMORE ST,40.4806,-79.9349,16.0
STANTON AVE AT ORANMORE ST,40.4806,-79.9349,329.0
STANTON AVE AT #4343,40.4805,-79.9425,1.0
STANTON AVE AT #4343,40.4805,-79.9425,0.0
STANTON AVE AT #4343,40.4805,-79.9425,1.0
STANTON AVE AT STANTON CT EAST,40.4806,-79.9348,2.0
STANTON AVE AT STANTON CT EAST,40.4806,-79.9348,7.0
STANTON AVE AT STANTON CT EAST,40.4806,-79.9348,19.0
STANTON AVE AT STEPS,40.4778,-79.9476,0.0
STANTON AVE AT STEPS,40.4778,-79.9476,0.0
STANTON AVE AT STEPS,40.4778,-79.9476,7.0
STANTON AVE AT WOODBINE ST FS,40.4818,-79.9392,2.0
STANTON AVE AT WOODBINE ST FS,40.4818,-79.9392,2.0
STANTON AVE AT WOODBINE ST FS,40.4818,-79.9392,42.0
STANTON AVE OPP DEMARILLAC HOME,40.4768,-79.9324,0.0
STANTON AVE OPP DEMARILLAC HOME,40.4768,-79.9324,0.0
STANTON AVE OPP DEMARILLAC HOME,40.4768,-79.9324,18.0
STANTON AVE OPP HAWTHORNE ST,40.4812,-79.9373,13.0
STANTON AVE OPP HAWTHORNE ST,40.4812,-79.9373,7.0
STANTON AVE OPP HAWTHORNE ST,40.4812,-79.9373,209.0
STANTON AVE OPP JANCEY ST,40.4742,-79.9316,2.0
STANTON AVE OPP JANCEY ST,40.4742,-79.9316,0.0
STANTON AVE OPP JANCEY ST,40.4742,-79.9316,16.0
STANTON AVE OPP MCCABE ST,40.4814,-79.9377,1.0
STANTON AVE OPP MCCABE ST,40.4814,-79.9377,1.0
STANTON AVE OPP MCCABE ST,40.4814,-79.9377,6.0
STANTON AVE OPP MCCANDLESS AVE NS,40.4817,-79.9408,8.0
STANTON AVE OPP MCCANDLESS AVE NS,40.4817,-79.9408,6.0
STANTON AVE OPP MCCANDLESS AVE NS,40.4817,-79.9408,79.0
STANTON AVE OPP MORNINGSIDE AVE,40.4754,-79.932,7.0
STANTON AVE OPP MORNINGSIDE AVE,40.4754,-79.932,1.0
STANTON AVE OPP MORNINGSIDE AVE,40.4754,-79.932,9.0
STANTON AVE AT #4340,40.4804,-79.9424,3.0
STANTON AVE AT #4340,40.4804,-79.9424,0.0
STANTON AVE AT #4340,40.4804,-79.9424,26.0
STANTON AVE AT UPVIEW TERRACE,40.4793,-79.9438,5.0
STANTON AVE AT UPVIEW TERRACE,40.4793,-79.9438,2.0
STANTON AVE AT UPVIEW TERRACE,40.4793,-79.9438,24.0
STANTON AVE AT WOODBINE ST,40.4818,-79.9395,43.0
STANTON AVE AT WOODBINE ST,40.4818,-79.9395,32.0
STANTON AVE AT WOODBINE ST,40.4818,-79.9395,599.0
STANTON AVE AT WOODBINE ST FS,40.4794,-79.9436,11.0
STANTON AVE AT WOODBINE ST FS,40.4794,-79.9436,13.0
STANTON AVE AT WOODBINE ST FS,40.4794,-79.9436,243.0
MOSSFIELD ST AT FERN ST,40.4713,-79.9336,30.0
MOSSFIELD ST AT FERN ST,40.4713,-79.9336,26.0
MOSSFIELD ST AT FERN ST,40.4713,-79.9336,189.0
MOSSFIELD ST OPP FERN ST,40.4713,-79.9335,27.0
MOSSFIELD ST OPP FERN ST,40.4713,-79.9335,17.0
MOSSFIELD ST OPP FERN ST,40.4713,-79.9335,256.0
MOSSFIELD ST AT AZURE ST,40.4722,-79.9345,2.0
MOSSFIELD ST AT AZURE ST,40.4722,-79.9345,5.0
MOSSFIELD ST AT AZURE ST,40.4722,-79.9345,42.0
BUTLER ST AT LIVONIA ST,40.4888,-79.936,0.0
CHARTIERS AVE AT CORLISS ST,40.4503,-80.0451,1.0
CHARTIERS AVE AT CORLISS ST,40.4503,-80.0451,0.0
CHARTIERS AVE AT CORLISS ST,40.4503,-80.0451,58.0
CHARTIERS AVE AT PITTSBURGH CLASSICAL ACADEMY,40.4508,-80.0477,2.0
CHARTIERS AVE AT PITTSBURGH CLASSICAL ACADEMY,40.4508,-80.0477,0.0
CHARTIERS AVE AT PITTSBURGH CLASSICAL ACADEMY,40.4508,-80.0477,59.0
CHARTIERS AVE AT LITCHFIELD ST STEPS,40.4525,-80.0542,3.0
CHARTIERS AVE AT LITCHFIELD ST STEPS,40.4525,-80.0542,1.0
CHARTIERS AVE AT LITCHFIELD ST STEPS,40.4525,-80.0542,15.0
CHARTIERS AVE OPP DANLEY ST,40.4495,-80.0449,0.0
CHARTIERS AVE OPP DANLEY ST,40.4495,-80.0449,1.0
CHARTIERS AVE OPP DANLEY ST,40.4495,-80.0449,45.0
CHARTIERS AVE AT NITTANY ST FS,40.4472,-80.0442,8.0
CHARTIERS AVE AT NITTANY ST FS,40.4472,-80.0442,7.0
CHARTIERS AVE AT NITTANY ST FS,40.4472,-80.0442,57.0
MIDDLETOWN RD AT BERRY ST,40.4485,-80.0627,0.0
MIDDLETOWN RD AT BERRY ST,40.4485,-80.0627,2.0
MIDDLETOWN RD AT BERRY ST,40.4485,-80.0627,4.0
MIDDLETOWN RD AT JUSTINE ST,40.4466,-80.0608,2.0
MIDDLETOWN RD AT JUSTINE ST,40.4466,-80.0608,1.0
MIDDLETOWN RD AT JUSTINE ST,40.4466,-80.0608,19.0
MIDDLETOWN RD AT MARTERA PL FS,40.4442,-80.056,7.0
MIDDLETOWN RD AT MARTERA PL FS,40.4442,-80.056,11.0
MIDDLETOWN RD AT MARTERA PL FS,40.4442,-80.056,22.0
MIDDLETOWN RD AT STRAKA ST FS,40.4476,-80.0617,2.0
MIDDLETOWN RD AT STRAKA ST FS,40.4476,-80.0617,4.0
MIDDLETOWN RD AT STRAKA ST FS,40.4476,-80.0617,23.0
MIDDLETOWN RD AT STRATMORE ST FS,40.4445,-80.0583,4.0
MIDDLETOWN RD AT STRATMORE ST FS,40.4445,-80.0583,2.0
MIDDLETOWN RD AT STRATMORE ST FS,40.4445,-80.0583,40.0
MIDDLETOWN RD OPP HODGSON AVE FS,40.4458,-80.0601,1.0
MIDDLETOWN RD OPP HODGSON AVE FS,40.4458,-80.0601,0.0
MIDDLETOWN RD OPP HODGSON AVE FS,40.4458,-80.0601,1.0
MIDDLETOWN RD OPP MARTERA PL,40.4441,-80.056,28.0
MIDDLETOWN RD OPP MARTERA PL,40.4441,-80.056,30.0
MIDDLETOWN RD OPP MARTERA PL,40.4441,-80.056,131.0
MIDDLETOWN RD OPP STRATMORE ST,40.4447,-80.0585,2.0
MIDDLETOWN RD OPP STRATMORE ST,40.4447,-80.0585,0.0
MIDDLETOWN RD OPP STRATMORE ST,40.4447,-80.0585,6.0
NOBLESTOWN RD AT HARTWELL ST,40.4375,-80.051,8.0
NOBLESTOWN RD AT HARTWELL ST,40.4375,-80.051,9.0
NOBLESTOWN RD AT HARTWELL ST,40.4375,-80.051,182.0
NOBLESTOWN RD OPP BARTOW ST,40.438,-80.0534,0.0
NOBLESTOWN RD OPP BARTOW ST,40.438,-80.0534,13.0
NOBLESTOWN RD OPP BARTOW ST,40.438,-80.0534,14.0
NOBLESTOWN RD OPP HARTWELL ST,40.4376,-80.0524,0.0
NOBLESTOWN RD OPP HARTWELL ST,40.4376,-80.0524,0.0
NOBLESTOWN RD OPP HARTWELL ST,40.4376,-80.0524,2.0
STEUBEN ST AT DEXTER ST,40.4423,-80.0506,13.0
STEUBEN ST AT DEXTER ST,40.4423,-80.0506,12.0
STEUBEN ST AT DEXTER ST,40.4423,-80.0506,131.0
STEUBEN ST AT DEXTER ST,40.4423,-80.0506,54.0
STEUBEN ST AT OBEY ST,40.443,-80.0528,133.0
STEUBEN ST AT OBEY ST,40.443,-80.0528,134.0
STEUBEN ST AT OBEY ST,40.443,-80.0528,1168.0
STEUBEN ST AT OBEY ST,40.443,-80.0528,486.0
STEUBEN ST AT RINGGOLD ST FS,40.4424,-80.0507,4.0
STEUBEN ST AT RINGGOLD ST FS,40.4424,-80.0507,9.0
STEUBEN ST AT RINGGOLD ST FS,40.4424,-80.0507,14.0
STEUBEN ST AT RINGGOLD ST FS,40.4424,-80.0507,28.0
STEUBEN ST AT #1129,40.4411,-80.0466,2.0
STEUBEN ST AT #1129,40.4411,-80.0466,1.0
STEUBEN ST AT #1129,40.4411,-80.0466,27.0
STEUBEN ST AT #1129,40.4411,-80.0466,3.0
STEUBEN ST AT #1260,40.4411,-80.0471,0.0
STEUBEN ST AT #1260,40.4411,-80.0471,0.0
STEUBEN ST AT #1260,40.4411,-80.0471,2.0
STEUBEN ST AT #1260,40.4411,-80.0471,4.0
STEUBEN ST AT WHITEWOOD DR FS,40.442,-80.0495,0.0
STEUBEN ST AT WHITEWOOD DR FS,40.442,-80.0495,0.0
STEUBEN ST AT WHITEWOOD DR FS,40.442,-80.0495,11.0
STEUBEN ST AT WHITEWOOD DR FS,40.442,-80.0495,28.0
STEUBEN ST AT WOODLOW ST,40.4435,-80.0538,40.0
STEUBEN ST AT WOODLOW ST,40.4435,-80.0538,42.0
STEUBEN ST AT WOODLOW ST,40.4435,-80.0538,215.0
STEUBEN ST AT WOODLOW ST,40.4435,-80.0538,285.0
STEUBEN ST OPP OBEY ST,40.443,-80.0525,4.0
STEUBEN ST OPP OBEY ST,40.443,-80.0525,5.0
STEUBEN ST OPP OBEY ST,40.443,-80.0525,23.0
STEUBEN ST OPP OBEY ST,40.443,-80.0525,51.0
STEUBEN ST AT ELLIOTT HEIGHTS SENIOR CTR,40.4417,-80.0457,13.0
STEUBEN ST AT ELLIOTT HEIGHTS SENIOR CTR,40.4417,-80.0457,19.0
STEUBEN ST AT ELLIOTT HEIGHTS SENIOR CTR,40.4417,-80.0457,98.0
STEUBEN ST AT ELLIOTT HEIGHTS SENIOR CTR,40.4417,-80.0457,37.0
STEUBEN ST OPP ELLIOTT HEIGHTS SENIOR CTR,40.4414,-80.046,9.0
STEUBEN ST OPP ELLIOTT HEIGHTS SENIOR CTR,40.4414,-80.046,17.0
STEUBEN ST OPP ELLIOTT HEIGHTS SENIOR CTR,40.4414,-80.046,85.0
STEUBEN ST OPP ELLIOTT HEIGHTS SENIOR CTR,40.4414,-80.046,18.0
ALGER ST AT WINTERBURN AVE,40.4271,-79.9396,0.0
ALGER ST AT WINTERBURN AVE,40.4271,-79.9396,1.0
ALGER ST AT WINTERBURN AVE,40.4271,-79.9396,21.0
BEECHWOOD BLVD AT FEDERAL HILL ST,40.4209,-79.9274,99.0
BEECHWOOD BLVD AT FEDERAL HILL ST,40.4209,-79.9274,221.0
BEECHWOOD BLVD AT HAZELWOOD AVE,40.4198,-79.9273,5.0
BEECHWOOD BLVD AT HAZELWOOD AVE,40.4198,-79.9273,37.0
BEECHWOOD BLVD AT LILAC ST,40.4229,-79.9276,184.0
BEECHWOOD BLVD AT LILAC ST,40.4229,-79.9276,353.0
BEECHWOOD BLVD AT LILAC ST,40.4232,-79.9276,17.0
BEECHWOOD BLVD AT LILAC ST,40.4232,-79.9276,111.0
BEECHWOOD BLVD AT LORETTA ST FS,40.422,-79.9278,12.0
BEECHWOOD BLVD AT LORETTA ST FS,40.422,-79.9278,34.0
BEECHWOOD BLVD AT MONITOR ST,40.4254,-79.9267,218.0
BEECHWOOD BLVD AT MONITOR ST,40.4254,-79.9267,375.0
BEECHWOOD BLVD AT #3825,40.4283,-79.9309,3.0
BEECHWOOD BLVD AT #3825,40.4283,-79.9309,2.0
BEECHWOOD BLVD AT #3911,40.4282,-79.9337,0.0
BEECHWOOD BLVD AT #3911,40.4282,-79.9337,1.0
BEECHWOOD BLVD AT #3986,40.4276,-79.9362,0.0
BEECHWOOD BLVD AT #3986,40.4276,-79.9362,1.0
BEECHWOOD BLVD OPP FEDERAL HILL ST,40.421,-79.9276,2.0
BEECHWOOD BLVD OPP FEDERAL HILL ST,40.421,-79.9276,3.0
BEECHWOOD BLVD OPP LORETTA ST,40.422,-79.9277,49.0
BEECHWOOD BLVD OPP LORETTA ST,40.422,-79.9277,118.0
BEECHWOOD BLVD AT PARKWAY ENTRANCE,40.4285,-79.931,29.0
BEECHWOOD BLVD AT PARKWAY ENTRANCE,40.4285,-79.931,92.0
BIGELOW ST AT HAZELWOOD AVE,40.4197,-79.9341,1.0
BIGELOW ST AT HAZELWOOD AVE,40.4197,-79.9341,1.0
BIGELOW ST AT HAZELWOOD AVE,40.4197,-79.9341,124.0
BIGELOW ST AT HAZELWOOD AVE FS,40.4197,-79.9341,3.0
BIGELOW ST AT HAZELWOOD AVE FS,40.4197,-79.9341,0.0
BIGELOW ST AT HAZELWOOD AVE FS,40.4197,-79.9341,61.0
BIGELOW ST AT WINTERBURN AVE,40.419,-79.9397,3.0
BIGELOW ST AT WINTERBURN AVE,40.419,-79.9397,0.0
BIGELOW ST AT WINTERBURN AVE,40.419,-79.9397,25.0
GREENFIELD AVE OPP FRANK ST (#912),40.424,-79.9328,3.0
GREENFIELD AVE OPP FRANK ST (#912),40.424,-79.9328,0.0
GREENFIELD AVE OPP FRANK ST (#912),40.424,-79.9328,76.0
GREENFIELD AVE AT BEEHNER RD,40.4242,-79.9341,3.0
GREENFIELD AVE AT BEEHNER RD,40.4242,-79.9341,2.0
GREENFIELD AVE AT BEEHNER RD,40.4242,-79.9341,38.0
GREENFIELD AVE AT DELEVAN ST,40.4235,-79.9316,0.0
GREENFIELD AVE AT DELEVAN ST,40.4235,-79.9316,2.0
GREENFIELD AVE AT DELEVAN ST,40.4235,-79.9316,174.0
GREENFIELD AVE AT DELEVAN ST,40.4235,-79.9318,2.0
GREENFIELD AVE AT DELEVAN ST,40.4235,-79.9318,0.0
GREENFIELD AVE AT DELEVAN ST,40.4235,-79.9318,59.0
GREENFIELD AVE AT YODER ST,40.4251,-79.947,1.0
GREENFIELD AVE AT YODER ST,40.4251,-79.947,1.0
GREENFIELD AVE AT YODER ST,40.4251,-79.947,23.0
GREENFIELD AVE AT FRANK ST FS,40.4241,-79.9331,2.0
GREENFIELD AVE AT FRANK ST FS,40.4241,-79.9331,2.0
GREENFIELD AVE AT FRANK ST FS,40.4241,-79.9331,101.0
GREENFIELD AVE AT GRAPHIC ST,40.4244,-79.9352,3.0
GREENFIELD AVE AT GRAPHIC ST,40.4244,-79.9352,4.0
GREENFIELD AVE AT GRAPHIC ST,40.4244,-79.9352,227.0
GREENFIELD AVE AT MCCASLIN ST,40.4241,-79.9365,4.0
GREENFIELD AVE AT MCCASLIN ST,40.4241,-79.9365,0.0
GREENFIELD AVE AT MCCASLIN ST,40.4241,-79.9365,161.0
GREENFIELD AVE AT HAYWORTH ST,40.4254,-79.9451,1.0
GREENFIELD AVE AT HAYWORTH ST,40.4254,-79.9451,0.0
GREENFIELD AVE AT HAYWORTH ST,40.4254,-79.9451,4.0
GREENFIELD AVE AT HAZELWOOD AVE,40.4199,-79.9293,6.0
GREENFIELD AVE AT HAZELWOOD AVE,40.4199,-79.9293,11.0
GREENFIELD AVE AT HAZELWOOD AVE,40.4199,-79.9293,71.0
GREENFIELD AVE AT WINTERBURN AVE,40.4261,-79.9401,7.0
GREENFIELD AVE AT WINTERBURN AVE,40.4261,-79.9401,5.0
GREENFIELD AVE AT WINTERBURN AVE,40.4261,-79.9401,81.0
GREENFIELD AVE AT SYLVAN AVE,40.4256,-79.9497,0.0
GREENFIELD AVE AT SYLVAN AVE,40.4256,-79.9497,0.0
GREENFIELD AVE AT SYLVAN AVE,40.4256,-79.9497,25.0
GREENFIELD AVE AT LYDIA ST,40.4255,-79.9426,23.0
GREENFIELD AVE AT LYDIA ST,40.4255,-79.9426,18.0
GREENFIELD AVE AT LYDIA ST,40.4255,-79.9426,329.0
GREENFIELD AVE AT LORETTA ST,40.4219,-79.9298,16.0
GREENFIELD AVE AT LORETTA ST,40.4219,-79.9298,9.0
GREENFIELD AVE AT LORETTA ST,40.4219,-79.9298,337.0
GREENFIELD AVE AT HOOSAC ST,40.4258,-79.941,4.0
GREENFIELD AVE AT HOOSAC ST,40.4258,-79.941,3.0
GREENFIELD AVE AT HOOSAC ST,40.4258,-79.941,74.0
GREENFIELD AVE AT LYDIA ST FS,40.4255,-79.9426,14.0
GREENFIELD AVE AT LYDIA ST FS,40.4255,-79.9426,6.0
GREENFIELD AVE AT LYDIA ST FS,40.4255,-79.9426,468.0
GREENFIELD AVE AT MCCASLIN ST,40.4243,-79.9361,3.0
GREENFIELD AVE AT MCCASLIN ST,40.4243,-79.9361,5.0
GREENFIELD AVE AT MCCASLIN ST,40.4243,-79.9361,260.0
GREENFIELD AVE AT WINTERBURN AVE FS,40.4262,-79.94,7.0
GREENFIELD AVE AT WINTERBURN AVE FS,40.4262,-79.94,7.0
GREENFIELD AVE AT WINTERBURN AVE FS,40.4262,-79.94,273.0
GREENFIELD AVE AT WINDSOR ST FS,40.423,-79.9304,10.0
GREENFIELD AVE AT WINDSOR ST FS,40.423,-79.9304,10.0
GREENFIELD AVE AT WINDSOR ST FS,40.423,-79.9304,200.0
GREENFIELD AVE AT BLANTON ST STEPS,40.4244,-79.9375,1.0
GREENFIELD AVE AT BLANTON ST STEPS,40.4244,-79.9375,8.0
GREENFIELD AVE AT BLANTON ST STEPS,40.4244,-79.9375,34.0
GREENFIELD AVE OPP HAYWORTH ST,40.4252,-79.9454,0.0
GREENFIELD AVE OPP HAYWORTH ST,40.4252,-79.9454,0.0
GREENFIELD AVE OPP HAYWORTH ST,40.4252,-79.9454,5.0
GREENFIELD AVE OPP BEEHNER RD,40.4243,-79.9341,3.0
GREENFIELD AVE OPP BEEHNER RD,40.4243,-79.9341,2.0
GREENFIELD AVE OPP BEEHNER RD,40.4243,-79.9341,58.0
GREENFIELD AVE OPP GRAPHIC ST,40.4243,-79.9354,4.0
GREENFIELD AVE OPP GRAPHIC ST,40.4243,-79.9354,1.0
GREENFIELD AVE OPP GRAPHIC ST,40.4243,-79.9354,63.0
GREENFIELD AVE OPP BLANTON ST STEPS FS,40.4243,-79.9374,1.0
GREENFIELD AVE OPP BLANTON ST STEPS FS,40.4243,-79.9374,6.0
GREENFIELD AVE OPP BLANTON ST STEPS FS,40.4243,-79.9374,64.0
GREENFIELD AVE AT KEARCHER ST,40.4253,-79.9439,8.0
GREENFIELD AVE AT KEARCHER ST,40.4253,-79.9439,1.0
GREENFIELD AVE AT KEARCHER ST,40.4253,-79.9439,161.0
GREENFIELD AVE OPP KEARCHER ST,40.4254,-79.9438,2.0
GREENFIELD AVE OPP KEARCHER ST,40.4254,-79.9438,11.0
GREENFIELD AVE OPP KEARCHER ST,40.4254,-79.9438,194.0
GREENFIELD AVE AT HOOSAC ST FS,40.4259,-79.9412,2.0
GREENFIELD AVE AT HOOSAC ST FS,40.4259,-79.9412,1.0
GREENFIELD AVE AT HOOSAC ST FS,40.4259,-79.9412,70.0
GREENFIELD AVE OPP YODER ST FS,40.4253,-79.9475,0.0
GREENFIELD AVE OPP YODER ST FS,40.4253,-79.9475,4.0
GREENFIELD AVE OPP YODER ST FS,40.4253,-79.9475,51.0
GREENFIELD BRIDGE AT ALGER ST,40.4273,-79.9388,0.0
GREENFIELD BRIDGE AT ALGER ST,40.4273,-79.9388,2.0
GREENFIELD BRIDGE AT ALGER ST,40.4273,-79.9388,17.0
HAZELWOOD AVE AT FRANK ST,40.4199,-79.9329,0.0
HAZELWOOD AVE AT FRANK ST,40.4199,-79.9329,4.0
HAZELWOOD AVE AT FRANK ST,40.4199,-79.9329,47.0
HAZELWOOD AVE AT FRANK ST,40.4199,-79.9329,10.0
HAZELWOOD AVE AT NOTLEY ST,40.4198,-79.9315,4.0
HAZELWOOD AVE AT NOTLEY ST,40.4198,-79.9315,3.0
HAZELWOOD AVE AT NOTLEY ST,40.4198,-79.9315,67.0
HAZELWOOD AVE AT NOTLEY ST,40.4198,-79.9315,16.0
HAZELWOOD AVE AT #737,40.4199,-79.9317,1.0
HAZELWOOD AVE AT #737,40.4199,-79.9317,2.0
HAZELWOOD AVE AT #737,40.4199,-79.9317,30.0
HAZELWOOD AVE AT #737,40.4199,-79.9317,1.0
HAZELWOOD AVE AT #771,40.4199,-79.9304,0.0
HAZELWOOD AVE AT #771,40.4199,-79.9304,1.0
HAZELWOOD AVE AT #771,40.4199,-79.9304,7.0
HAZELWOOD AVE AT #771,40.4199,-79.9304,9.0
HAZELWOOD AVE OPP GREENFIELD AVE,40.4197,-79.9294,5.0
HAZELWOOD AVE OPP GREENFIELD AVE,40.4197,-79.9294,9.0
HAZELWOOD AVE OPP GREENFIELD AVE,40.4197,-79.9294,154.0
HAZELWOOD AVE OPP GREENFIELD AVE,40.4197,-79.9294,27.0
MURRAY AVE AT FLEMINGTON ST,40.4264,-79.9276,12.0
MURRAY AVE AT FLEMINGTON ST,40.4264,-79.9276,4.0
MURRAY AVE AT FLEMINGTON ST,40.4264,-79.9276,25.0
MURRAY AVE AT FLEMINGTON ST,40.4264,-79.9276,7.0
MURRAY AVE AT FLEMINGTON ST,40.4264,-79.9276,4.0
MURRAY AVE AT FLEMINGTON ST,40.4264,-79.9276,35.0
MURRAY AVE AT FLEMINGTON ST,40.4264,-79.9276,9.0
MURRAY AVE AT FLEMINGTON ST,40.4264,-79.9276,6.0
MURRAY AVE AT FLEMINGTON ST,40.4264,-79.9276,40.0
MURRAY AVE AT FLEMINGTON ST,40.4264,-79.9276,13.0
MURRAY AVE AT FLEMINGTON ST FS,40.4264,-79.9274,59.0
MURRAY AVE AT FLEMINGTON ST FS,40.4264,-79.9274,52.0
MURRAY AVE AT FLEMINGTON ST FS,40.4264,-79.9274,510.0
MURRAY AVE AT FLEMINGTON ST FS,40.4264,-79.9274,42.0
MURRAY AVE AT FLEMINGTON ST FS,40.4264,-79.9274,64.0
MURRAY AVE AT FLEMINGTON ST FS,40.4264,-79.9274,631.0
MURRAY AVE AT FLEMINGTON ST FS,40.4264,-79.9274,59.0
MURRAY AVE AT FLEMINGTON ST FS,40.4264,-79.9274,30.0
MURRAY AVE AT FLEMINGTON ST FS,40.4264,-79.9274,265.0
MURRAY AVE AT FLEMINGTON ST FS,40.4264,-79.9274,98.0
MURRAY AVE AT HAZELWOOD AVE FS,40.4203,-79.9284,50.0
MURRAY AVE AT HAZELWOOD AVE FS,40.4203,-79.9284,65.0
MURRAY AVE AT HAZELWOOD AVE FS,40.4203,-79.9284,444.0
MURRAY AVE AT HAZELWOOD AVE FS,40.4203,-79.9284,55.0
